Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Value,City,Zip Code,Latitude,Longitude,Population,GeoFIPS,Per capita personal income (dollars) 2/,Personal income (thousands of dollars) _x,Population (persons) 1/,   Employer contributions for employee pension and insurance funds 5/,   Employer contributions for government social insurance ,   Farm proprietors' income ,   Nonfarm proprietors' income ,  Farm proprietors employment 6/,  Income maintenance benefits 1/,  Nonfarm proprietors employment ,  Per capita income maintenance benefits 4/,  Per capita retirement and other 4/,  Per capita unemployment insurance compensation 4/,  Proprietors' income ,  Retirement and other ,  Supplements to wages and salaries ,  Unemployment insurance compensation ,  Wages and salaries , Average nonfarm proprietors' income , Average wages and salaries ," Dividends, interest, and rent 2/", Earnings by place of work , Net earnings by place of residence ," Per capita dividends, interest, and rent 4/", Per capita net earnings 4/, Per capita personal current transfer receipts 4/, Per capita personal income 4/, Personal current transfer receipts , Population (persons) 3/, Proprietors employment , Wage and salary employment ,Average earnings per job (dollars) ,Personal income (thousands of dollars) _y,Total employment (number of jobs) 
0,0,3,,1,30.25,1,1,Fiber Optic,28,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.05,231.8,0.0,0,90.75,322.55,1,71,0,1,0,0,0,1,San Mateo,94402,37.556634,-122.317723,23393,081,175070.0,127657596.0,729181.0,6006524.0,3527245.0,14400.0,11165032.0,208.0,610736.0,146053.0,838.0,8764.0,85.0,11179432.0,6390865.0,9533769.0,61990.0,75576268.0,76445.0,166631.0,32890651.0,96289469.0,87703354.0,45106.0,120277.0,9687.0,175070.0,7063591.0,729181.0,146261.0,453555.0,160532.0,127657596.0,599816.0
0,0,1,,1,33.84,0,1,Fiber Optic,5,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.75,69.75,0.0,0,33.84,103.59,1,69,0,1,0,0,0,1,Concord,94520,38.013825,-122.039144,36186,013,95047.0,109965993.0,1156966.0,4820484.0,2228673.0,23020.0,7567337.0,434.0,1349628.0,198452.0,1167.0,10407.0,94.0,7590357.0,12040282.0,7049157.0,108834.0,33441252.0,38132.0,84216.0,21730042.0,48080766.0,74737207.0,18782.0,64598.0,11667.0,95047.0,13498744.0,1156966.0,198886.0,397089.0,80676.0,109965993.0,595975.0
0,0,33,Offer C,1,17.24,1,1,Fiber Optic,25,0,1,1,1,1,1,1,0,Month-to-Month,1,Bank Withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,0,70,0,1,0,0,0,1,Hayward,94542,37.656695,-122.048361,11147,001,97754.0,159241119.0,1628997.0,10955073.0,5225511.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,97754.0,19655203.0,1628997.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
1,1,7,,1,42.92,1,1,Fiber Optic,2,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.89,1,71,0,1,1,0,0,1,Napa,94559,38.232389,-122.324944,26894,055,86863.0,11665710.0,134300.0,911389.0,405690.0,14154.0,1393495.0,1138.0,116208.0,25091.0,865.0,11611.0,97.0,1407649.0,1559415.0,1317079.0,13009.0,5691441.0,55538.0,69788.0,3082814.0,8416169.0,6894264.0,22955.0,51335.0,12574.0,86863.0,1688632.0,134300.0,26229.0,81553.0,78085.0,11665710.0,107782.0
0,0,19,,1,16.78,1,1,Fiber Optic,15,0,0,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.85,1471.75,0.0,0,318.82000000000005,1790.5700000000002,1,67,0,1,0,0,0,1,El Sobrante,94803,37.963995,-122.288296,25399,013,95047.0,109965993.0,1156966.0,4820484.0,2228673.0,23020.0,7567337.0,434.0,1349628.0,198452.0,1167.0,10407.0,94.0,7590357.0,12040282.0,7049157.0,108834.0,33441252.0,38132.0,84216.0,21730042.0,48080766.0,74737207.0,18782.0,64598.0,11667.0,95047.0,13498744.0,1156966.0,198886.0,397089.0,80676.0,109965993.0,595975.0
1,2,8,,1,26.99,0,1,Fiber Optic,2,0,0,0,0,1,0,0,1,Month-to-Month,1,Credit Card,80.45,583.45,0.0,0,215.92,799.37,1,67,0,1,1,0,0,1,San Rafael,94901,37.972662,-122.491452,40239,041,171177.0,43824350.0,256018.0,1410029.0,659846.0,34702.0,5524856.0,209.0,255195.0,74443.0,997.0,11013.0,78.0,5559558.0,2819586.0,2069875.0,19899.0,10669749.0,74216.0,90232.0,14516546.0,18299182.0,26213124.0,56701.0,102388.0,12088.0,171177.0,3094680.0,256018.0,74652.0,118248.0,94864.0,43824350.0,192900.0
0,0,13,Offer D,1,7.22,1,1,Fiber Optic,28,1,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.9599999999998,0,69,0,1,0,0,0,1,Novato,94945,38.135897,-122.563683,16429,041,171177.0,43824350.0,256018.0,1410029.0,659846.0,34702.0,5524856.0,209.0,255195.0,74443.0,997.0,11013.0,78.0,5559558.0,2819586.0,2069875.0,19899.0,10669749.0,74216.0,90232.0,14516546.0,18299182.0,26213124.0,56701.0,102388.0,12088.0,171177.0,3094680.0,256018.0,74652.0,118248.0,94864.0,43824350.0,192900.0
0,0,10,Offer D,1,7.51,0,1,Fiber Optic,18,0,0,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,79.25,793.55,0.0,0,75.1,868.65,1,75,0,1,0,0,0,1,Stinson Beach,94970,37.921137,-122.657562,781,041,171177.0,43824350.0,256018.0,1410029.0,659846.0,34702.0,5524856.0,209.0,255195.0,74443.0,997.0,11013.0,78.0,5559558.0,2819586.0,2069875.0,19899.0,10669749.0,74216.0,90232.0,14516546.0,18299182.0,26213124.0,56701.0,102388.0,12088.0,171177.0,3094680.0,256018.0,74652.0,118248.0,94864.0,43824350.0,192900.0
0,0,5,,1,45.72,0,1,Fiber Optic,6,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,89.5,477.7,0.0,0,228.6,706.3,1,67,0,1,0,0,0,1,Los Gatos,95032,37.233034,-121.947427,24443,085,144399.0,270162197.0,1870945.0,16599070.0,9588082.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,144399.0,18688041.0,1870945.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,1,,1,38.78,1,1,Fiber Optic,23,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,1,66,0,1,1,0,0,1,Moss Landing,95039,36.863303,-121.781632,899,053,65123.0,28189179.0,432858.0,2398500.0,949839.0,678332.0,3258616.0,775.0,656266.0,52263.0,1516.0,9413.0,169.0,3936948.0,4074390.0,3348339.0,73038.0,12377209.0,62350.0,57813.0,5728852.0,19662496.0,17656633.0,13235.0,40791.0,11098.0,65123.0,4803694.0,432858.0,53038.0,214092.0,73606.0,28189179.0,267130.0
0,0,10,Offer D,0,0.0,0,1,DSL,4,0,0,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,34.7,329.8,0.0,0,0.0,329.8,0,67,0,1,0,0,0,1,San Jose,95110,37.34667,-121.910019,18197,085,144399.0,270162197.0,1870945.0,16599070.0,9588082.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,144399.0,18688041.0,1870945.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,1,53,,1,21.67,1,1,Cable,6,1,0,0,1,0,0,0,0,One Year,1,Bank Withdrawal,60.05,3229.65,0.0,100,1148.51,4478.16,1,71,0,1,1,0,0,1,San Jose,95126,37.327069,-121.916819,27023,085,144399.0,270162197.0,1870945.0,16599070.0,9588082.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,144399.0,18688041.0,1870945.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,1,16,Offer D,1,26.12,0,1,Fiber Optic,8,0,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,74.3,1178.25,0.0,0,417.92,1596.17,1,74,0,1,1,0,0,1,San Jose,95127,37.375156,-121.795867,60620,085,144399.0,270162197.0,1870945.0,16599070.0,9588082.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,144399.0,18688041.0,1870945.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,9,,1,17.56,1,1,Fiber Optic,27,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.6899999999999,0,70,0,1,0,0,0,1,Stockton,95207,38.002125,-121.324979,49965,077,54183.0,42979635.0,793229.0,3037973.0,1289702.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,54183.0,10259899.0,793229.0,89037.0,295394.0,66123.0,42979635.0,384431.0
1,1,32,Offer C,1,43.51,1,1,Fiber Optic,22,0,0,1,1,1,1,0,1,Month-to-Month,1,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,1,76,0,1,1,0,0,1,Angels Camp,95222,38.071327,-120.632221,4264,009,56001.0,2607568.0,46563.0,130247.0,37412.0,-3801.0,204084.0,488.0,65259.0,6645.0,1402.0,14477.0,96.0,200283.0,674115.0,167659.0,4492.0,569660.0,30712.0,50164.0,489629.0,937602.0,1374073.0,10515.0,29510.0,15975.0,56001.0,743866.0,46563.0,7133.0,11356.0,50711.0,2607568.0,18489.0
1,1,1,,1,17.36,1,1,Fiber Optic,29,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,74.4,74.4,0.0,30,17.36,121.76,1,67,0,1,1,0,0,1,Sheep Ranch,95250,38.244806,-120.417301,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,8,,1,14.89,0,1,Fiber Optic,20,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.7,560.85,0.0,0,119.12,679.97,1,80,0,1,0,0,0,1,Ballico,95303,37.4695,-120.672724,809,047,46188.0,13395227.0,290014.0,976855.0,338827.0,663260.0,750278.0,1868.0,628963.0,24024.0,2169.0,10579.0,170.0,1413538.0,3067986.0,1315682.0,49203.0,4542532.0,31230.0,51710.0,1541387.0,7271752.0,8107688.0,5315.0,27956.0,12917.0,46188.0,3746152.0,290014.0,25892.0,87846.0,63934.0,13395227.0,113738.0
1,1,12,Offer D,1,30.63,1,1,Fiber Optic,27,0,1,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,0,67,0,1,1,0,0,1,Catheys Valley,95306,37.394411,-120.127262,986,043,61230.0,1042143.0,17020.0,78703.0,19800.0,12387.0,65010.0,269.0,27588.0,2389.0,1621.0,15537.0,107.0,77397.0,264438.0,98503.0,1827.0,301462.0,27212.0,51104.0,168179.0,477362.0,580111.0,9881.0,34084.0,17265.0,61230.0,293853.0,17020.0,2658.0,5899.0,55786.0,1042143.0,8557.0
1,1,4,,1,18.91,1,1,Fiber Optic,20,1,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,99.6,347.65,25.79,0,75.64,397.5,0,68,0,1,1,0,0,1,Hickman,95323,37.605926,-120.69955,1055,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
1,1,70,,1,17.45,1,1,Fiber Optic,20,0,1,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,1,69,0,1,1,0,0,1,Soulsbyville,95372,37.990574,-120.261821,1519,109,52806.0,2879540.0,54531.0,216936.0,64766.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,52806.0,912453.0,54531.0,7639.0,18171.0,56481.0,2879540.0,25810.0
0,0,1,,1,28.64,0,1,Fiber Optic,5,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,71.0,71.0,0.0,0,28.64,99.64,0,80,0,1,0,0,0,1,Escondido,92027,33.141265,-116.967221,48690,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
1,1,47,,1,26.95,0,1,Fiber Optic,26,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,70.55,3309.25,26.99,0,1266.65,4548.91,0,73,0,1,1,0,0,1,Escondido,92027,33.141265,-116.967221,48690,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
1,1,1,,1,37.3,0,1,Fiber Optic,8,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.25,69.25,0.0,0,37.3,106.55,0,73,0,1,1,0,0,1,Branscomb,95417,39.710591,-123.682799,176,045,57310.0,5145470.0,89783.0,353347.0,120753.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,57310.0,1581288.0,89783.0,15037.0,33923.0,58200.0,5145470.0,48960.0
0,0,12,Offer D,1,28.63,0,1,Cable,7,0,1,1,1,0,0,0,0,Month-to-Month,1,Credit Card,83.8,1029.75,44.58,80,343.56,1408.73,1,65,0,1,0,0,0,1,Philo,95466,39.094102,-123.500853,1113,045,57310.0,5145470.0,89783.0,353347.0,120753.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,57310.0,1581288.0,89783.0,15037.0,33923.0,58200.0,5145470.0,48960.0
0,0,53,,0,0.0,0,1,DSL,25,0,1,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,54.45,2854.55,20.16,0,0.0,2834.3900000000003,1,73,0,1,0,0,0,1,Point Arena,95468,38.911299,-123.609588,1352,045,57310.0,5145470.0,89783.0,353347.0,120753.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,57310.0,1581288.0,89783.0,15037.0,33923.0,58200.0,5145470.0,48960.0
0,0,41,,1,22.56,1,1,Fiber Optic,15,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,99.8,4259.3,8.88,0,924.96,5175.38,1,78,0,1,1,0,0,1,Westport,95488,39.724433,-123.767578,309,045,57310.0,5145470.0,89783.0,353347.0,120753.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,57310.0,1581288.0,89783.0,15037.0,33923.0,58200.0,5145470.0,48960.0
0,0,5,,1,2.27,0,1,Fiber Optic,17,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,70.25,331.9,12.48,0,11.35,330.77,1,68,0,1,0,0,0,1,Gasquet,95543,41.867908,-123.794144,532,015,43677.0,1182855.0,27082.0,117556.0,25935.0,8719.0,80057.0,84.0,65665.0,2524.0,2425.0,15072.0,98.0,88776.0,408179.0,143491.0,2667.0,422729.0,31718.0,49581.0,164791.0,654996.0,541553.0,6085.0,19997.0,17595.0,43677.0,476511.0,27082.0,2608.0,8526.0,58828.0,1182855.0,11134.0
1,1,69,,1,16.34,1,1,Fiber Optic,4,0,1,0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,89.95,6143.15,6.79,110,1127.46,7373.82,1,65,0,1,1,0,0,1,Piercy,95587,39.955587,-123.681175,200,045,57310.0,5145470.0,89783.0,353347.0,120753.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,57310.0,1581288.0,89783.0,15037.0,33923.0,58200.0,5145470.0,48960.0
0,0,14,Offer D,1,16.32,1,1,Fiber Optic,11,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.95,1036.75,39.29,0,228.48,1225.94,1,67,0,1,0,0,0,1,Carmichael,95608,38.626128,-121.328011,58830,067,61558.0,97517936.0,1584169.0,10920508.0,3556591.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,61558.0,21697339.0,1584169.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,32,Offer C,1,33.22,0,1,Fiber Optic,9,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,0,70,0,1,0,0,0,1,Citrus Heights,95610,38.69508,-121.271616,43718,067,61558.0,97517936.0,1584169.0,10920508.0,3556591.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,61558.0,21697339.0,1584169.0,223080.0,748124.0,79777.0,97517936.0,971204.0
1,1,50,,1,4.6,0,1,Cable,24,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,71.05,3444.85,0.0,0,230.0,3674.85,0,69,0,1,1,0,0,1,Herald,95638,38.313447,-121.123886,1745,067,61558.0,97517936.0,1584169.0,10920508.0,3556591.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,61558.0,21697339.0,1584169.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,2,,0,0.0,0,1,DSL,13,0,0,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,30.4,78.65,0.0,0,0.0,78.65,0,73,0,1,0,0,0,1,Newcastle,95658,38.883224,-121.15918,6096,061,81791.0,34170169.0,417772.0,1937912.0,966926.0,6287.0,2492776.0,1022.0,377714.0,73126.0,904.0,10546.0,80.0,2499063.0,4405975.0,2904838.0,33214.0,13949953.0,34089.0,71502.0,6375099.0,19353854.0,22978167.0,15260.0,55002.0,11530.0,81791.0,4816903.0,417772.0,74148.0,195099.0,71881.0,34170169.0,269247.0
0,0,23,,1,17.62,1,1,Fiber Optic,29,0,1,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,106.4,2483.5,0.0,0,405.2600000000001,2888.76,1,74,0,1,0,0,0,1,Roseville,95678,38.759751,-121.288545,30614,061,81791.0,34170169.0,417772.0,1937912.0,966926.0,6287.0,2492776.0,1022.0,377714.0,73126.0,904.0,10546.0,80.0,2499063.0,4405975.0,2904838.0,33214.0,13949953.0,34089.0,71502.0,6375099.0,19353854.0,22978167.0,15260.0,55002.0,11530.0,81791.0,4816903.0,417772.0,74148.0,195099.0,71881.0,34170169.0,269247.0
0,0,2,Offer E,1,5.49,1,1,Fiber Optic,25,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,85.55,187.45,0.0,0,10.98,198.43,0,78,0,1,0,0,0,1,Applegate,95703,38.983388,-120.988814,1526,061,81791.0,34170169.0,417772.0,1937912.0,966926.0,6287.0,2492776.0,1022.0,377714.0,73126.0,904.0,10546.0,80.0,2499063.0,4405975.0,2904838.0,33214.0,13949953.0,34089.0,71502.0,6375099.0,19353854.0,22978167.0,15260.0,55002.0,11530.0,81791.0,4816903.0,417772.0,74148.0,195099.0,71881.0,34170169.0,269247.0
1,1,30,Offer C,1,6.23,0,1,Fiber Optic,4,0,1,1,0,0,0,0,1,Month-to-Month,1,Credit Card,79.65,2365.15,0.0,0,186.9,2552.05,1,77,0,1,1,0,0,1,Sacramento,95814,38.584505,-121.491956,16599,067,61558.0,97517936.0,1584169.0,10920508.0,3556591.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,61558.0,21697339.0,1584169.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,1,,1,22.92,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,19.45,19.45,0.0,0,22.92,42.370000000000005,0,70,0,1,0,0,0,1,Sacramento,95819,38.567594,-121.437507,15975,067,61558.0,97517936.0,1584169.0,10920508.0,3556591.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,61558.0,21697339.0,1584169.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,32,Offer C,1,48.95,1,1,Fiber Optic,9,0,0,0,0,1,0,0,1,Month-to-Month,1,Credit Card,85.95,2628.6,0.0,0,1566.4,4195.0,0,78,0,1,1,0,0,1,Sacramento,95835,38.685069,-121.543709,854,067,61558.0,97517936.0,1584169.0,10920508.0,3556591.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,61558.0,21697339.0,1584169.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,16,,1,36.83,0,1,DSL,16,0,0,0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,59.4,1023.9,0.0,0,589.28,1613.1799999999998,0,75,0,1,0,0,0,1,Sacramento,95838,38.646096,-121.442433,34894,067,61558.0,97517936.0,1584169.0,10920508.0,3556591.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,61558.0,21697339.0,1584169.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,38,Offer C,1,47.39,1,1,Fiber Optic,2,0,0,0,1,1,1,0,1,Month-to-Month,1,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,0,75,0,1,0,0,0,1,Butte City,95920,39.449794,-121.936372,303,021,51055.0,1446856.0,28339.0,108667.0,39996.0,54574.0,110696.0,980.0,53784.0,2658.0,1898.0,12592.0,135.0,165270.0,356839.0,148663.0,3827.0,504261.0,41646.0,50031.0,242794.0,818194.0,789612.0,8567.0,27863.0,14625.0,51055.0,414450.0,28339.0,3638.0,10079.0,59648.0,1446856.0,13717.0
0,0,2,Offer E,1,12.96,0,1,Fiber Optic,20,0,1,1,1,0,1,0,1,Month-to-Month,1,Credit Card,95.1,180.25,0.0,0,25.92,206.17,1,76,0,1,0,0,0,1,Clipper Mills,95930,39.562239,-121.14836,282,007,54974.0,11396345.0,207303.0,906838.0,319461.0,51242.0,923526.0,1493.0,424778.0,25089.0,2049.0,13454.0,110.0,974768.0,2788995.0,1226299.0,22789.0,4616438.0,36810.0,54106.0,1934794.0,6817505.0,6224989.0,9333.0,30028.0,15613.0,54974.0,3236562.0,207303.0,26582.0,85322.0,60923.0,11396345.0,111904.0
1,1,17,,1,9.5,0,1,Fiber Optic,16,0,0,0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,81.5,1329.2,0.0,0,161.5,1490.7,1,70,0,1,1,0,0,1,Quincy,95971,39.971228,-121.041166,6189,063,59387.0,1149201.0,19351.0,94433.0,25285.0,-3112.0,89279.0,88.0,29987.0,3060.0,1550.0,17330.0,140.0,86167.0,335349.0,119718.0,2714.0,371405.0,29176.0,55934.0,283073.0,577290.0,498078.0,14628.0,25739.0,19020.0,59387.0,368050.0,19351.0,3148.0,6640.0,58979.0,1149201.0,9788.0
1,1,3,Offer E,0,0.0,0,1,DSL,20,0,0,0,0,1,0,0,1,Month-to-Month,1,Credit Card,36.45,93.7,0.0,0,0.0,93.7,1,67,0,1,1,0,0,1,Sutter,95982,39.172777,-121.805845,3193,101,52005.0,5122683.0,98503.0,327953.0,135091.0,52819.0,470708.0,1011.0,172417.0,11309.0,1750.0,11336.0,171.0,523527.0,1116671.0,463044.0,16860.0,1820492.0,41622.0,53119.0,690052.0,2807063.0,3126683.0,7005.0,31742.0,13258.0,52005.0,1305948.0,98503.0,12320.0,34272.0,60248.0,5122683.0,46592.0
0,0,1,Offer E,0,0.0,0,1,DSL,21,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,25.05,25.05,0.0,0,0.0,25.05,0,69,0,1,0,0,0,1,Twain,95984,40.022184,-121.062384,73,063,59387.0,1149201.0,19351.0,94433.0,25285.0,-3112.0,89279.0,88.0,29987.0,3060.0,1550.0,17330.0,140.0,86167.0,335349.0,119718.0,2714.0,371405.0,29176.0,55934.0,283073.0,577290.0,498078.0,14628.0,25739.0,19020.0,59387.0,368050.0,19351.0,3148.0,6640.0,58979.0,1149201.0,9788.0
