Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Value,Zip Code,Population,Per capita personal income,Personal incomeX,Employer contributions,Farm proprietors income,Nonfarm proprietors income,Farm proprietors employment,Income maintenance benefits,Nonfarm proprietors employment,Per capita income maintenance benefits,Per capita retirement and other,Per capita unemployment insurance compensation,Proprietors income,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wages and salaries,Average nonfarm proprietors income,Average wages and salaries,"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent",Per capita net earnings,Per capita personal current transfer receipts,Personal current transfer receipts,Proprietors employment,Wage and salary employment,Average earnings per job,Personal incomeY,Total employment
1,1,5,4,1,1.12,0,1,2,22,0,0,0,1,1,0,0,1,0,1,0,85.75,470.95,44.16,0,5.6000000000000005,432.39,0,38,0,0,1,0,0,1,95427,371,57310.0,5145470.0,353347.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,1581288.0,15037.0,33923.0,58200.0,5145470.0,48960.0
1,1,7,4,1,8.95,0,1,2,73,0,0,0,0,0,0,1,1,0,1,0,69.0,506.9,0.0,0,62.64999999999999,569.55,0,25,1,0,1,0,0,1,95444,390,77900.0,37598558.0,2368858.0,13525.0,3709925.0,2521.0,508637.0,88265.0,1054.0,11732.0,90.0,3723450.0,5662671.0,3436031.0,43319.0,15738765.0,42032.0,71101.0,9106544.0,22898246.0,22277387.0,18868.0,46156.0,12876.0,6214627.0,90786.0,221359.0,73358.0,37598558.0,312145.0
0,0,2,4,1,29.69,0,1,0,52,0,0,0,0,0,0,1,0,0,0,0,46.05,80.35,0.0,10,59.38,149.73,1,27,1,0,0,0,0,1,95449,1373,57310.0,5145470.0,353347.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,1581288.0,15037.0,33923.0,58200.0,5145470.0,48960.0
0,0,5,5,1,28.2,1,1,2,29,0,0,1,0,1,1,1,1,0,1,0,100.5,514.0,0.0,0,141.0,655.0,0,54,0,0,0,0,0,1,95454,2706,57310.0,5145470.0,353347.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,1581288.0,15037.0,33923.0,58200.0,5145470.0,48960.0
0,0,1,4,1,27.58,0,1,2,16,0,0,0,0,0,0,0,1,0,0,0,69.95,69.95,0.0,0,27.58,97.53,1,48,0,0,0,0,0,1,95460,2229,57310.0,5145470.0,353347.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,1581288.0,15037.0,33923.0,58200.0,5145470.0,48960.0
0,0,1,4,1,7.99,1,1,2,30,0,0,0,0,1,1,1,1,0,1,0,93.3,93.3,0.0,0,7.99,101.29,1,59,0,0,0,0,0,1,95463,148,57310.0,5145470.0,353347.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,1581288.0,15037.0,33923.0,58200.0,5145470.0,48960.0
0,0,3,4,1,40.79,0,1,1,29,0,0,1,0,0,0,0,0,0,1,0,49.15,169.05,0.0,10,122.37,301.42,1,47,0,0,0,0,0,1,95464,2223,45623.0,3111067.0,194148.0,7181.0,188818.0,624.0,130541.0,6987.0,1914.0,14999.0,115.0,195999.0,1022763.0,254605.0,7848.0,874946.0,27024.0,49348.0,442868.0,1325550.0,1507047.0,6495.0,22100.0,17028.0,1161152.0,7611.0,17730.0,52309.0,3111067.0,25341.0
0,0,1,4,0,0.0,0,1,1,22,0,0,0,0,0,1,1,1,0,0,2,35.05,35.05,0.0,0,0.0,35.05,0,62,0,0,0,0,0,1,95494,335,57310.0,5145470.0,353347.0,8370.0,616828.0,887.0,174905.0,14150.0,1948.0,15569.0,95.0,625198.0,1397859.0,474100.0,8524.0,1750178.0,43592.0,51593.0,1028826.0,2849476.0,2535356.0,11459.0,28239.0,17612.0,1581288.0,15037.0,33923.0,58200.0,5145470.0,48960.0
0,0,1,5,1,17.37,0,1,2,25,0,0,0,0,0,0,0,1,0,1,0,70.1,70.1,0.0,0,17.37,87.47,0,43,0,0,0,0,0,1,95527,485,36314.0,573075.0,41042.0,13021.0,33036.0,181.0,26133.0,1553.0,1656.0,13659.0,75.0,46057.0,215560.0,51710.0,1180.0,159173.0,21272.0,54177.0,105916.0,256940.0,224286.0,6712.0,14212.0,15390.0,242873.0,1734.0,2938.0,54996.0,573075.0,4672.0
0,0,2,5,1,32.03,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,20.35,33.2,0.0,0,64.06,97.26,1,62,0,0,0,0,0,1,95547,1201,54043.0,7296395.0,613091.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,2041614.0,20471.0,53252.0,59470.0,7296395.0,73723.0
0,0,3,5,1,33.39,0,1,2,59,1,0,1,0,1,1,1,0,0,1,1,99.0,287.4,0.0,10,100.17,397.57,0,29,1,0,0,0,0,1,95553,867,54043.0,7296395.0,613091.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,2041614.0,20471.0,53252.0,59470.0,7296395.0,73723.0
0,0,26,5,1,14.3,1,1,2,20,0,0,0,0,0,1,1,1,0,1,0,83.95,2254.2,0.0,0,371.8,2626.0,1,36,0,0,0,0,0,1,95558,300,54043.0,7296395.0,613091.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,2041614.0,20471.0,53252.0,59470.0,7296395.0,73723.0
0,0,67,0,1,33.88,1,1,2,71,1,1,1,1,1,1,1,1,2,0,1,116.2,7752.3,0.0,0,2269.96,10022.26,1,25,1,0,0,0,0,1,95560,1851,54043.0,7296395.0,613091.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,2041614.0,20471.0,53252.0,59470.0,7296395.0,73723.0
1,2,71,0,1,40.52,1,1,2,17,0,0,0,0,1,1,1,1,2,1,0,93.7,6585.35,0.0,0,2876.92,9462.27,0,55,0,0,1,0,0,1,95562,3284,54043.0,7296395.0,613091.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,2041614.0,20471.0,53252.0,59470.0,7296395.0,73723.0
0,0,1,5,1,1.91,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,19.7,19.7,0.0,0,1.91,21.61,1,42,0,0,0,0,0,1,95567,2020,43677.0,1182855.0,117556.0,8719.0,80057.0,84.0,65665.0,2524.0,2425.0,15072.0,98.0,88776.0,408179.0,143491.0,2667.0,422729.0,31718.0,49581.0,164791.0,654996.0,541553.0,6085.0,19997.0,17595.0,476511.0,2608.0,8526.0,58828.0,1182855.0,11134.0
0,0,5,5,1,35.22,1,1,2,58,0,0,0,0,0,0,1,1,0,0,0,75.55,413.65,0.0,0,176.1,589.75,0,20,1,0,0,0,0,1,92028,42239,74326.0,243506541.0,21449772.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,37875441.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,9,5,1,22.88,0,1,2,23,0,0,0,0,1,0,0,1,0,1,0,77.65,714.15,0.0,0,205.92,920.07,0,40,0,0,0,0,0,1,95601,222,48463.0,2006939.0,175290.0,-951.0,131906.0,337.0,44706.0,5234.0,1080.0,13224.0,85.0,130955.0,547619.0,218877.0,3522.0,716436.0,25202.0,55950.0,384889.0,1066268.0,1026203.0,9294.0,24780.0,14388.0,595847.0,5571.0,12805.0,58025.0,2006939.0,18376.0
0,0,54,1,1,49.98,0,1,2,26,1,1,0,1,1,1,1,1,1,1,1,105.4,5643.4,0.0,0,2698.92,8342.32,1,31,0,0,0,0,0,1,95612,1417,64279.0,14277264.0,1906160.0,52604.0,1162641.0,688.0,256100.0,27013.0,1153.0,9138.0,111.0,1215245.0,2029597.0,2441900.0,24545.0,8593500.0,43040.0,70456.0,2838117.0,12250645.0,9128905.0,12778.0,41100.0,10401.0,2310242.0,27701.0,121969.0,81851.0,14277264.0,149670.0
0,0,2,5,1,37.43,0,1,2,18,0,0,1,0,1,1,1,1,0,1,0,95.85,197.7,0.0,0,74.86,272.56,1,63,0,0,0,0,0,1,95614,3674,82062.0,15808893.0,653957.0,-13390.0,1229941.0,989.0,186200.0,33207.0,967.0,11813.0,91.0,1216551.0,2275637.0,921181.0,17557.0,3986249.0,37039.0,64295.0,2961899.0,6123981.0,10367600.0,15375.0,53817.0,12870.0,2479394.0,34196.0,61999.0,63662.0,15808893.0,96195.0
0,0,1,5,1,24.48,1,1,2,24,0,1,0,0,0,0,0,1,0,1,0,79.15,79.15,0.0,0,24.48,103.63,1,64,0,0,0,0,0,1,95619,4426,82062.0,15808893.0,653957.0,-13390.0,1229941.0,989.0,186200.0,33207.0,967.0,11813.0,91.0,1216551.0,2275637.0,921181.0,17557.0,3986249.0,37039.0,64295.0,2961899.0,6123981.0,10367600.0,15375.0,53817.0,12870.0,2479394.0,34196.0,61999.0,63662.0,15808893.0,96195.0
1,1,30,5,1,15.36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.65,655.85,0.0,0,460.8,1116.65,0,42,0,0,1,0,0,1,95624,38534,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,4,5,1,27.57,0,1,2,27,0,0,0,0,1,0,0,1,0,1,0,79.0,303.15,0.0,0,110.28,413.43,0,61,0,0,0,0,0,1,95625,171,58273.0,26149679.0,1955701.0,38245.0,1169232.0,608.0,658583.0,54073.0,1468.0,10980.0,108.0,1207477.0,4927286.0,2707073.0,48369.0,10646801.0,21623.0,68873.0,3884662.0,14561351.0,16630779.0,8657.0,37060.0,12555.0,5634238.0,54681.0,154586.0,69583.0,26149679.0,209267.0
1,1,17,3,1,41.95,0,1,2,51,1,0,0,1,1,0,0,1,0,0,0,91.85,1574.45,0.0,0,713.1500000000001,2287.6000000000004,0,30,0,0,1,0,0,1,95628,40750,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,1,5,1,39.6,0,1,1,17,0,0,0,1,0,0,0,1,0,1,2,49.9,49.9,0.0,0,39.6,89.5,1,34,0,0,0,1,1,1,95642,6202,48463.0,2006939.0,175290.0,-951.0,131906.0,337.0,44706.0,5234.0,1080.0,13224.0,85.0,130955.0,547619.0,218877.0,3522.0,716436.0,25202.0,55950.0,384889.0,1066268.0,1026203.0,9294.0,24780.0,14388.0,595847.0,5571.0,12805.0,58025.0,2006939.0,18376.0
0,0,13,3,1,6.78,1,1,2,26,1,0,0,0,1,1,1,1,0,1,0,100.35,1358.85,34.09,0,88.14,1412.9,0,54,0,0,0,0,0,1,95646,129,67551.0,80386.0,9036.0,0.0,1258.0,0.0,1745.0,177.0,1466.0,16918.0,127.0,1258.0,20133.0,12723.0,151.0,58899.0,7107.0,59918.0,18624.0,72880.0,39733.0,15650.0,33389.0,18512.0,22029.0,177.0,983.0,62828.0,80386.0,1160.0
1,1,50,1,1,34.14,1,1,2,69,0,1,0,1,1,1,1,1,0,0,0,103.7,5071.05,36.61,0,1707.0,6741.4400000000005,1,28,1,0,1,0,0,1,95662,32040,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
1,5,65,1,1,49.33,1,1,2,16,1,1,1,0,0,0,0,1,1,0,0,89.75,5769.6,18.72,0,3206.45,8957.33,1,39,0,0,1,0,0,1,95668,901,52005.0,5122683.0,327953.0,52819.0,470708.0,1011.0,172417.0,11309.0,1750.0,11336.0,171.0,523527.0,1116671.0,463044.0,16860.0,1820492.0,41622.0,53119.0,690052.0,2807063.0,3126683.0,7005.0,31742.0,13258.0,1305948.0,12320.0,34272.0,60248.0,5122683.0,46592.0
0,0,1,4,1,26.37,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,20.3,20.3,0.0,0,26.37,46.67,0,44,0,0,0,0,0,1,95672,3815,82062.0,15808893.0,653957.0,-13390.0,1229941.0,989.0,186200.0,33207.0,967.0,11813.0,91.0,1216551.0,2275637.0,921181.0,17557.0,3986249.0,37039.0,64295.0,2961899.0,6123981.0,10367600.0,15375.0,53817.0,12870.0,2479394.0,34196.0,61999.0,63662.0,15808893.0,96195.0
0,0,45,1,1,14.12,1,1,2,24,0,1,0,0,1,0,0,1,0,1,1,89.3,4016.85,44.63,0,635.4,4607.62,0,41,0,0,0,0,0,1,95685,4610,48463.0,2006939.0,175290.0,-951.0,131906.0,337.0,44706.0,5234.0,1080.0,13224.0,85.0,130955.0,547619.0,218877.0,3522.0,716436.0,25202.0,55950.0,384889.0,1066268.0,1026203.0,9294.0,24780.0,14388.0,595847.0,5571.0,12805.0,58025.0,2006939.0,18376.0
0,0,1,4,1,39.66,0,1,2,8,0,1,0,0,0,0,0,1,0,1,1,74.3,74.3,0.0,0,39.66,113.96,0,31,0,0,0,0,0,1,95690,2344,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,1,4,0,0.0,0,1,0,19,0,1,0,1,0,1,1,1,0,1,2,44.65,44.65,0.0,0,0.0,44.65,1,49,0,0,0,0,0,1,95692,3600,48204.0,4064114.0,434570.0,18431.0,133611.0,606.0,188298.0,7258.0,2233.0,13423.0,115.0,152042.0,1131732.0,550679.0,9713.0,1615639.0,18409.0,63500.0,374398.0,2318360.0,2359973.0,4441.0,27992.0,15772.0,1329743.0,7864.0,25443.0,69606.0,4064114.0,33307.0
1,5,13,3,1,29.92,0,1,2,21,1,0,0,0,0,1,1,1,0,0,0,84.05,1095.3,23.97,0,388.96,1460.29,1,40,0,0,1,0,0,1,95693,5889,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,10,3,1,17.07,1,1,2,3,0,1,0,0,0,0,0,0,0,1,0,80.7,788.8,38.42,50,170.7,971.08,1,54,0,0,0,0,0,1,95694,8406,64279.0,14277264.0,1906160.0,52604.0,1162641.0,688.0,256100.0,27013.0,1153.0,9138.0,111.0,1215245.0,2029597.0,2441900.0,24545.0,8593500.0,43040.0,70456.0,2838117.0,12250645.0,9128905.0,12778.0,41100.0,10401.0,2310242.0,27701.0,121969.0,81851.0,14277264.0,149670.0
0,0,4,4,1,26.16,1,1,2,85,0,1,0,0,1,1,1,1,0,1,0,101.7,364.55,1.48,0,104.64,467.71,1,28,1,0,0,0,0,1,95714,350,81791.0,34170169.0,1937912.0,6287.0,2492776.0,1022.0,377714.0,73126.0,904.0,10546.0,80.0,2499063.0,4405975.0,2904838.0,33214.0,13949953.0,34089.0,71502.0,6375099.0,19353854.0,22978167.0,15260.0,55002.0,11530.0,4816903.0,74148.0,195099.0,71881.0,34170169.0,269247.0
0,0,1,4,1,22.12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,20.4,20.4,0.0,0,22.12,42.52,0,31,0,0,0,0,0,1,95720,183,82062.0,15808893.0,653957.0,-13390.0,1229941.0,989.0,186200.0,33207.0,967.0,11813.0,91.0,1216551.0,2275637.0,921181.0,17557.0,3986249.0,37039.0,64295.0,2961899.0,6123981.0,10367600.0,15375.0,53817.0,12870.0,2479394.0,34196.0,61999.0,63662.0,15808893.0,96195.0
1,1,41,1,1,45.03,1,1,2,10,0,0,1,1,1,1,1,1,1,1,0,102.6,4213.35,2.93,0,1846.23,6056.65,1,36,0,0,1,0,0,1,95742,299,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
1,3,71,0,1,47.34,1,1,2,12,0,1,1,0,1,1,1,1,2,1,0,106.0,7723.7,0.0,0,3361.1400000000003,11084.84,1,60,0,0,1,0,0,1,95758,47065,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,3,4,1,26.04,0,1,0,16,1,0,0,1,0,0,0,1,0,1,2,55.1,154.65,0.0,0,78.12,232.77,0,43,0,0,0,1,2,1,95776,15022,64279.0,14277264.0,1906160.0,52604.0,1162641.0,688.0,256100.0,27013.0,1153.0,9138.0,111.0,1215245.0,2029597.0,2441900.0,24545.0,8593500.0,43040.0,70456.0,2838117.0,12250645.0,9128905.0,12778.0,41100.0,10401.0,2310242.0,27701.0,121969.0,81851.0,14277264.0,149670.0
0,0,69,0,1,26.88,1,1,2,11,0,0,1,1,1,1,1,1,2,1,0,106.5,7348.8,0.0,0,1854.72,9203.52,1,58,0,0,0,0,0,1,95820,37031,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
1,1,32,5,1,46.92,1,1,2,9,0,0,1,0,0,1,1,0,0,1,0,91.05,2954.5,0.0,70,1501.44,4525.9400000000005,0,51,0,0,1,0,0,1,95825,30715,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
1,1,72,0,0,0.0,0,1,0,15,0,1,1,0,1,1,1,1,2,1,0,54.2,3937.45,0.0,0,0.0,3937.45,0,51,0,0,1,0,0,1,95837,264,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,6,5,1,39.36,0,1,2,5,0,0,0,0,0,0,0,1,0,1,2,69.25,418.4,0.0,0,236.16,654.56,0,50,0,0,0,0,0,1,95843,36432,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,1,5,1,39.58,0,1,1,28,0,0,1,0,0,0,0,1,0,1,0,50.5,50.5,0.0,0,39.58,90.08,1,35,0,0,0,0,0,1,95914,626,54974.0,11396345.0,906838.0,51242.0,923526.0,1493.0,424778.0,25089.0,2049.0,13454.0,110.0,974768.0,2788995.0,1226299.0,22789.0,4616438.0,36810.0,54106.0,1934794.0,6817505.0,6224989.0,9333.0,30028.0,15613.0,3236562.0,26582.0,85322.0,60923.0,11396345.0,111904.0
0,0,31,5,1,6.71,1,1,1,3,0,1,0,1,1,1,1,1,1,1,2,79.45,2587.7,0.0,0,208.01,2795.71,1,37,0,0,0,0,0,1,95928,32848,54974.0,11396345.0,906838.0,51242.0,923526.0,1493.0,424778.0,25089.0,2049.0,13454.0,110.0,974768.0,2788995.0,1226299.0,22789.0,4616438.0,36810.0,54106.0,1934794.0,6817505.0,6224989.0,9333.0,30028.0,15613.0,3236562.0,26582.0,85322.0,60923.0,11396345.0,111904.0
0,0,58,1,1,41.14,1,1,2,25,0,0,1,1,1,1,1,0,1,1,0,104.65,6219.6,0.0,40,2386.12,8645.720000000001,1,34,0,0,0,0,0,1,95935,614,48204.0,4064114.0,434570.0,18431.0,133611.0,606.0,188298.0,7258.0,2233.0,13423.0,115.0,152042.0,1131732.0,550679.0,9713.0,1615639.0,18409.0,63500.0,374398.0,2318360.0,2359973.0,4441.0,27992.0,15772.0,1329743.0,7864.0,25443.0,69606.0,4064114.0,33307.0
0,0,44,5,1,42.92,0,1,2,23,0,1,0,1,1,1,1,1,0,0,0,100.55,4398.15,0.0,0,1888.48,6286.629999999999,1,41,0,0,0,0,0,1,95948,9763,54974.0,11396345.0,906838.0,51242.0,923526.0,1493.0,424778.0,25089.0,2049.0,13454.0,110.0,974768.0,2788995.0,1226299.0,22789.0,4616438.0,36810.0,54106.0,1934794.0,6817505.0,6224989.0,9333.0,30028.0,15613.0,3236562.0,26582.0,85322.0,60923.0,11396345.0,111904.0
0,0,2,5,1,16.76,0,1,2,27,0,1,0,0,1,1,1,1,0,0,0,95.65,167.3,0.0,0,33.52,200.82,1,34,0,0,0,0,0,1,95950,531,55502.0,1216260.0,99960.0,58268.0,108796.0,592.0,31473.0,1811.0,1436.0,9849.0,300.0,167064.0,215840.0,139192.0,6571.0,489983.0,60075.0,52965.0,297290.0,796239.0,665086.0,13566.0,30350.0,11585.0,253884.0,2403.0,9251.0,68323.0,1216260.0,11654.0
0,0,1,5,1,18.34,0,1,2,6,0,0,1,0,1,1,1,1,0,0,0,94.4,94.4,0.0,0,18.34,112.74,0,49,0,0,0,0,0,1,95963,13706,51055.0,1446856.0,108667.0,54574.0,110696.0,980.0,53784.0,2658.0,1898.0,12592.0,135.0,165270.0,356839.0,148663.0,3827.0,504261.0,41646.0,50031.0,242794.0,818194.0,789612.0,8567.0,27863.0,14625.0,414450.0,3638.0,10079.0,59648.0,1446856.0,13717.0
0,0,1,5,1,32.74,0,1,1,26,0,0,0,0,1,0,0,1,0,1,1,55.0,55.0,0.0,0,32.74,87.74000000000001,0,47,0,0,0,0,0,1,95971,6189,59387.0,1149201.0,94433.0,-3112.0,89279.0,88.0,29987.0,3060.0,1550.0,17330.0,140.0,86167.0,335349.0,119718.0,2714.0,371405.0,29176.0,55934.0,283073.0,577290.0,498078.0,14628.0,25739.0,19020.0,368050.0,3148.0,6640.0,58979.0,1149201.0,9788.0
0,0,1,5,1,10.38,1,1,2,7,0,0,1,0,1,1,1,1,0,1,0,101.45,101.45,0.0,0,10.38,111.83,1,32,0,0,0,0,0,1,95975,1601,72759.0,7442705.0,381536.0,-55.0,594844.0,554.0,118880.0,22131.0,1162.0,13687.0,90.0,594789.0,1400071.0,522070.0,9252.0,2082737.0,26878.0,59046.0,1724079.0,3199596.0,4190423.0,16854.0,40965.0,14939.0,1528203.0,22685.0,35273.0,55205.0,7442705.0,57958.0
1,1,5,5,1,14.9,1,1,1,4,0,0,1,1,1,0,0,0,0,0,0,67.95,350.3,0.0,20,74.5,444.8,0,39,0,0,1,0,0,1,95981,101,48204.0,4064114.0,434570.0,18431.0,133611.0,606.0,188298.0,7258.0,2233.0,13423.0,115.0,152042.0,1131732.0,550679.0,9713.0,1615639.0,18409.0,63500.0,374398.0,2318360.0,2359973.0,4441.0,27992.0,15772.0,1329743.0,7864.0,25443.0,69606.0,4064114.0,33307.0
0,0,1,5,1,8.31,0,1,2,27,0,0,0,0,0,0,0,1,0,1,0,69.5,69.5,0.0,0,8.31,77.81,0,41,0,0,0,0,0,1,95983,513,59387.0,1149201.0,94433.0,-3112.0,89279.0,88.0,29987.0,3060.0,1550.0,17330.0,140.0,86167.0,335349.0,119718.0,2714.0,371405.0,29176.0,55934.0,283073.0,577290.0,498078.0,14628.0,25739.0,19020.0,368050.0,3148.0,6640.0,58979.0,1149201.0,9788.0
0,0,1,5,1,40.49,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,18.85,18.85,0.0,0,40.49,59.34,1,53,0,0,0,0,0,1,95984,73,59387.0,1149201.0,94433.0,-3112.0,89279.0,88.0,29987.0,3060.0,1550.0,17330.0,140.0,86167.0,335349.0,119718.0,2714.0,371405.0,29176.0,55934.0,283073.0,577290.0,498078.0,14628.0,25739.0,19020.0,368050.0,3148.0,6640.0,58979.0,1149201.0,9788.0
0,0,1,5,1,23.72,0,1,2,19,0,0,0,0,0,0,0,1,0,1,0,69.2,69.2,0.0,0,23.72,92.92,0,44,0,0,0,0,0,1,95987,4579,55502.0,1216260.0,99960.0,58268.0,108796.0,592.0,31473.0,1811.0,1436.0,9849.0,300.0,167064.0,215840.0,139192.0,6571.0,489983.0,60075.0,52965.0,297290.0,796239.0,665086.0,13566.0,30350.0,11585.0,253884.0,2403.0,9251.0,68323.0,1216260.0,11654.0
